1.399999999999999911e+00,1.352661332361426716e-01
2.940000000000000391e+00,7.693459237913180537e-02
2.879999999999999893e+00,8.610655178165549373e-02
2.779999999999999805e+00,8.965783659666093364e-02
2.899999999999999911e+00,8.517434279419644483e-02
6.999999999999999556e-01,1.558085906190078695e-01
2.739999999999999325e+00,9.123765856010135344e-02
1.880000000000000115e+00,1.320231654165775481e-01
2.419999999999999929e+00,1.113415671526085671e-01
1.199999999999999956e+00,1.441235397971245558e-01
1.300000000000000044e+00,1.397374122037891020e-01
1.799999999999999822e+00,1.347303335609948416e-01
2.719999999999999751e+00,9.243302953305665426e-02
2.580000000000000071e+00,1.045908907099488694e-01
2.379999999999999893e+00,1.207723911086726609e-01
3.080000000000000071e+00,3.034448994566363300e-02
3.019999999999999574e+00,6.478325724362932192e-02
1.879999999999999893e+00,1.338792221818145833e-01
1.259999999999999787e+00,1.413248857306208528e-01
2.000000000000000000e+00,1.286894196800665302e-01
1.939999999999999947e+00,1.303512100506649674e-01
2.120000000000000107e+00,1.252997940807487609e-01
2.439999999999999947e+00,1.052576902938824333e-01
2.339999999999999858e+00,1.214445968046704571e-01
2.700000000000000178e+00,9.815688475016903780e-02
9.799999999999999822e-01,1.545093808705164662e-01
3.040000000000000036e+00,5.170353472911637382e-02
2.859999999999999876e+00,8.825051626171953600e-02
2.160000000000000142e+00,1.239834079480681694e-01
2.780000000000000249e+00,8.828918160674703586e-02
3.020000000000000018e+00,5.519318317625088177e-02
1.000000000000000000e+00,1.496916738990741180e-01
2.099999999999999645e+00,1.270780344931894401e-01
1.060000000000000053e+00,1.459877009840575557e-01
2.900000000000000355e+00,8.545116910156336232e-02
2.640000000000000124e+00,1.148411514250111676e-01
3.040000000000000036e+00,6.196710504300351197e-02
3.139999999999999680e+00,4.683729881856346644e-02
2.680000000000000160e+00,1.116307249968269133e-01
2.560000000000000053e+00,1.192744671965757508e-01
2.780000000000000249e+00,1.000075177021437778e-01
3.000000000000000000e+00,7.141214032594311867e-02
2.180000000000000160e+00,1.324053190123868351e-01
3.079999999999999627e+00,6.167846260336351527e-02
3.039999999999999591e+00,6.478380770122793564e-02
2.319999999999999840e+00,1.306006462770221699e-01
2.720000000000000195e+00,1.078036693010551161e-01
2.119999999999999662e+00,1.363549795760139460e-01
2.820000000000000284e+00,9.330322212457464737e-02
2.959999999999999964e+00,7.475287053169910045e-02
2.399999999999999911e+00,1.246948875270041945e-01
2.699999999999999734e+00,1.082651089534134581e-01
2.080000000000000071e+00,1.366434270246703608e-01
2.819999999999999840e+00,9.464949866177851945e-02
2.240000000000000213e+00,1.323872987021392778e-01
2.479999999999999982e+00,1.198817397028109077e-01
2.860000000000000320e+00,9.061124992954683321e-02
2.059999999999999609e+00,1.392246665968435160e-01
2.839999999999999858e+00,9.078330972030612678e-02
1.979999999999999982e+00,1.407168533206952787e-01
2.500000000000000000e+00,1.193682123646706561e-01
2.120000000000000107e+00,1.333353501585234913e-01
2.459999999999999964e+00,1.246543306590572886e-01
2.380000000000000338e+00,1.268192581701892419e-01
3.120000000000000107e+00,5.028075273807353085e-02
2.140000000000000124e+00,1.325763782858988549e-01
2.780000000000000249e+00,1.103621040238496054e-01
2.859999999999999876e+00,1.059484140229991489e-01
2.540000000000000036e+00,1.230940160403977135e-01
2.419999999999999929e+00,1.271765728161722286e-01
2.560000000000000053e+00,1.198393575506648823e-01
2.640000000000000124e+00,1.194787387075846308e-01
2.660000000000000142e+00,1.124068339509540770e-01
2.680000000000000160e+00,1.114989439300804186e-01
1.799999999999999822e+00,1.426577912904058998e-01
2.360000000000000320e+00,1.308683390555245296e-01
1.620000000000000107e+00,1.437445777288499649e-01
2.479999999999999982e+00,1.248051152082951809e-01
2.700000000000000178e+00,1.114343587287489612e-01
1.939999999999999947e+00,1.421877924383894154e-01
1.319999999999999840e+00,1.486595682131655050e-01
2.260000000000000231e+00,1.370294919830183922e-01
2.179999999999999716e+00,1.380825838610586498e-01
1.560000000000000053e+00,1.462143656478240850e-01
1.959999999999999964e+00,1.399726167524442122e-01
2.320000000000000284e+00,1.310642320342765288e-01
1.500000000000000000e+00,1.465947133436782401e-01
2.799999999999999822e+00,1.135453820623879562e-01
3.199999999999999289e+00,8.175988065445094488e-02
2.879999999999999893e+00,1.074034294898047470e-01
2.500000000000000000e+00,1.283969792649777286e-01
3.139999999999999680e+00,9.775831492075437446e-02
2.560000000000000053e+00,1.225924413732255580e-01
2.360000000000000320e+00,1.335357667293257666e-01
3.179999999999999716e+00,8.924765120137889696e-02
3.019999999999999574e+00,1.022333816431484355e-01
3.320000000000000284e+00,7.609135465588989788e-02
2.219999999999999751e+00,1.338918527693526705e-01
3.040000000000000036e+00,9.999110583355852455e-02
2.580000000000000071e+00,1.222550266923945195e-01
2.939999999999999947e+00,1.055554218485321716e-01
2.839999999999999858e+00,1.126099121233441469e-01
2.540000000000000036e+00,1.246129445075130349e-01
2.200000000000000178e+00,1.352965680334317078e-01
2.040000000000000036e+00,1.369140622435953691e-01
1.679999999999999938e+00,1.449245928594777855e-01
1.780000000000000027e+00,1.387596248789439990e-01
1.659999999999999920e+00,1.450251322267461784e-01
1.900000000000000133e+00,1.384004878943783101e-01
1.739999999999999991e+00,1.429982013050430378e-01
2.740000000000000213e+00,1.199794682435018078e-01
