3.139999999999999680e+00,1.024819922512116843e-01
3.600000000000000089e+00,9.171693581597861744e-02
3.179999999999999716e+00,1.001280932169823501e-01
3.180000000000000160e+00,9.949406064557941853e-02
3.299999999999999822e+00,9.814374072807474647e-02
3.740000000000000213e+00,8.604554328092794968e-02
3.000000000000000000e+00,1.048302524318514006e-01
2.660000000000000142e+00,1.165895585901337572e-01
2.759999999999999787e+00,1.122512696683926059e-01
3.020000000000000462e+00,1.038847966145368673e-01
3.339999999999999858e+00,9.628913339776667968e-02
2.679999999999999716e+00,1.152346197626188395e-01
3.719999999999999751e+00,8.924094528899573220e-02
3.500000000000000000e+00,9.240095791707103601e-02
2.919999999999999929e+00,1.085872092811095424e-01
3.540000000000000036e+00,9.204072854277978166e-02
2.739999999999999769e+00,1.129900051666488103e-01
3.760000000000000231e+00,8.462136076165194254e-02
2.799999999999999822e+00,1.118668304940981795e-01
3.459999999999999964e+00,9.264778916262206288e-02
4.440000000000000391e+00,5.103157223802401443e-02
3.739999999999999769e+00,8.781676276971972506e-02
2.860000000000000320e+00,1.112607164825631934e-01
2.940000000000000391e+00,1.084358687284585621e-01
2.979999999999999982e+00,1.055464426129195665e-01
3.419999999999999929e+00,9.449478529501398327e-02
3.080000000000000071e+00,1.030853922183663229e-01
2.879999999999999893e+00,1.091400008752410056e-01
4.379999999999999893e+00,6.232890284402314851e-02
4.480000000000000426e+00,3.725722622079008506e-02
3.360000000000000320e+00,9.571224560017332905e-02
4.439999999999999503e+00,5.949459057423978070e-02
3.219999999999999751e+00,9.919138440774855070e-02
3.160000000000000142e+00,1.018733416570540840e-01
4.280000000000000249e+00,7.512520374468478757e-02
3.620000000000000107e+00,9.008956016133318201e-02
4.259999999999999787e+00,7.528400787025502083e-02
2.400000000000000355e+00,1.181990002239008408e-01
4.179999999999999716e+00,7.764934434093917481e-02
2.060000000000000053e+00,1.191318764610458381e-01
4.339999999999999858e+00,6.906469158718908652e-02
3.480000000000000426e+00,9.261764085386570144e-02
4.299999999999999822e+00,7.507336027960542779e-02
4.459999999999999964e+00,4.767504361259622403e-02
4.160000000000000142e+00,7.794036606036658377e-02
4.019999999999999574e+00,8.409150707702872651e-02
2.459999999999999964e+00,1.068650448353520854e-01
2.500000000000000000e+00,1.048856096010262196e-01
2.339999999999999858e+00,1.087755205224962829e-01
2.279999999999999805e+00,1.105190334495633753e-01
1.840000000000000080e+00,1.137617365328074115e-01
2.299999999999999822e+00,1.095353436595016827e-01
2.020000000000000018e+00,1.129660221900576911e-01
2.219999999999999751e+00,1.110089946322065924e-01
1.959999999999999964e+00,1.134559833727009082e-01
2.600000000000000089e+00,1.030098219713364571e-01
1.780000000000000027e+00,1.140703571942709438e-01
1.439999999999999947e+00,1.172012242518536418e-01
1.699999999999999956e+00,1.155449986549299535e-01
1.739999999999999991e+00,1.140974970775074926e-01
2.399999999999999911e+00,1.075219911948284146e-01
2.060000000000000053e+00,1.117283894229481600e-01
2.479999999999999538e+00,1.049769768426607186e-01
3.020000000000000462e+00,9.898903965001260019e-02
2.419999999999999929e+00,1.072483204643883692e-01
4.280000000000000249e+00,8.045709650182786277e-02
4.299999999999999822e+00,8.009178161642038773e-02
4.000000000000000000e+00,8.693174791736590912e-02
4.379999999999999893e+00,7.671233283396561298e-02
4.480000000000000426e+00,7.374751088658682008e-02
4.179999999999999716e+00,8.342191844920665567e-02
4.160000000000000142e+00,8.437613776530206167e-02
4.500000000000000000e+00,7.338219600117934505e-02
4.879999999999999005e+00,3.445675952295301769e-02
4.580000000000000071e+00,7.045642252489492385e-02
4.219999999999999751e+00,8.195732868776683944e-02
4.120000000000000107e+00,8.492215063514563234e-02
4.759999999999999787e+00,5.492133546593147564e-02
4.740000000000000213e+00,6.010531291807064136e-02
2.840000000000000302e+00,1.023634694443871229e-01
2.940000000000000391e+00,1.020406800723652196e-01
4.660000000000000142e+00,6.493961215190235947e-02
4.640000000000000568e+00,7.012358960404152519e-02
4.519999999999999574e+00,7.224310566951519519e-02
4.459999999999999076e+00,7.489619980319894843e-02
4.800000000000000711e+00,4.855337109213220259e-02
3.919999999999999929e+00,8.992996248648976731e-02
1.500000000000000000e+00,1.167652747051883821e-01
3.240000000000000213e+00,9.680976128630480737e-02
3.819999999999999840e+00,9.134109703977544292e-02
3.719999999999999751e+00,9.383924506237151242e-02
3.220000000000000195e+00,9.820537300029186234e-02
4.679999999999999716e+00,6.043814583892404002e-02
1.419999999999999929e+00,1.176765162033146517e-01
4.320000000000000284e+00,7.895269128475623788e-02
1.540000000000000036e+00,1.157055261262995849e-01
4.859999999999999432e+00,4.651668792838004052e-02
2.580000000000000071e+00,1.036470772053517120e-01
3.739999999999999769e+00,9.176911162810297284e-02
3.619999999999999662e+00,9.431376704211547057e-02
3.580000000000000071e+00,9.450049108593883140e-02
3.000000000000000000e+00,9.957089834159615904e-02
4.779999999999999361e+00,5.416407647288923322e-02
3.540000000000000036e+00,9.528508581320194182e-02
3.320000000000000284e+00,9.625000720584941938e-02
2.560000000000000497e+00,1.040420875752150476e-01
4.359999999999999432e+00,7.850034241767911425e-02
4.820000000000000284e+00,4.733392319110274471e-02
3.059999999999999609e+00,1.085679362469453846e-01
2.779999999999999805e+00,1.108058504012885415e-01
2.659999999999999698e+00,1.116911188907234731e-01
2.540000000000000036e+00,1.117045802059530857e-01
2.999999999999999556e+00,1.089069805476878816e-01
2.159999999999999698e+00,1.136323387614806002e-01
1.599999999999999867e+00,1.169750154171298462e-01
1.780000000000000027e+00,1.165439766959173173e-01
1.859999999999999876e+00,1.165045988580450942e-01
2.959999999999999520e+00,1.092772109862718555e-01
3.179999999999999716e+00,1.046095235685049474e-01
3.419999999999999929e+00,9.900884739493953646e-02
1.320000000000000062e+00,1.187146363823383677e-01
4.620000000000000107e+00,7.661281956551901917e-02
